id_oferta|tit_oferta|url_oferta
11539|¡Delicia nikkei! 48 Cortes de Makis para 2 personas en Asakusa|http://ofertop.pe/delicia-nikkei-48-cortes-makis-para-2-personas-asakusa--109-11539.html
11474|2 Entradas + Piqueo + Bebidas en "Folclor en La Candelaria"|http://ofertop.pe/2-entradas-piqueo-bebidas-folclor-candelaria--109-11474.html
11401|1 Porción de generosas Costillas + 2 Bebidas y más en El Chinito|http://ofertop.pe/1-porcion-generosas-costillas-2-bebidas-chinito--109-11401.html
11463|Cebiche carretillero para 1 o 2 personas en El Bolivariano|http://ofertop.pe/cebiche-carretillero-para-1-2-personas-bolivariano--109-11463.html
11293|Lasagna en sabor a elegir + 1 Porción de pan al ajo y más en La Pastana|http://ofertop.pe/lasagna-sabor-elegir-1-porcion-pastana--109-11293.html
11249|Combo: Leche de Tigre + Bebidas y más en Micalo|http://ofertop.pe/combo-leche-tigre-bebidas-micalo--109-11249.html
11504|¡Experimenta nuevos sabores! Paquete Teppan Matsu para 4 en Edo Sushi Bar|http://ofertop.pe/experimenta-nuevos-sabores-paquete-teppan-matsu-para-4-sushi-bar--109-11504.html
11682|Buffet criollo y marino + Show en Restaurante Ajos y Cebollas|http://ofertop.pe/buffet-criollo-marino-show-restaurante-ajos-cebollas--109-11682.html
11161|2 Chopps de Leche de tigre + Chicharrón en Tribuna Marina|http://ofertop.pe/2-chopps-leche-tigre-chicharron-tribuna-marina--109-11161.html
11262|¡Para 2! Entrada + Pizza grande + Postre en Botticelli Trattoría - Pizzería|http://ofertop.pe/para-2-entrada-pizza-grande-postre-botticelli-trattoria-pizzeria--109-11262.html
11443|Desayuno criollo para 4 personas en Restaurant Paso Obligao|http://ofertop.pe/desayuno-criollo-para-4-personas-restaurant-paso-obligao--109-11443.html
11484|¡Cena + Orquesta! Parrilla para 2 + Música en vivo en El Salto del Fraile|http://ofertop.pe/cena-orquesta-parrilla-para-2-musica-vivo-salto-fraile--109-11484.html
11149|Sandwich Master Burguer y más en Club Sandwich|http://ofertop.pe/sandwich-master-burguer-club-sandwich--109-11149.html
11309|2 Salchipapas "La Huambrilla" + Gaseosa ILIMITADA en El Papapa|http://ofertop.pe/2-salchipapas-huambrilla-gaseosa-ilimitada-papapa--109-11309.html
11375|2 Cervezas artesanales + Anticuchos en Barranco Beer Company|http://ofertop.pe/2-cervezas-artesanales-anticuchos-barranco-beer-company--109-11375.html
11398|2 sánguches de chicharrón + 2 Bebidas y más en El Chinito|http://ofertop.pe/2-sanguches-chicharron-2-bebidas-chinito--109-11398.html
11374|Pizzas y cervezas artesanales para 2 o 4  en Barranco Beer Company|http://ofertop.pe/pizzas-cervezas-artesanales-para-2-4-barranco-beer-company--109-11374.html
11382|Buffet criollo y marino en Cebichería María Pastor|http://ofertop.pe/buffet-criollo-marino-cebicheria-maria-pastor--109-11382.html
